uuid,title,author,abstract,Keywords,label
70,A Case of Pulmonary Nodular Schistosomiasis,"Lova Hasina Rajaonarison Ny Ony Narindra,Narindra Njarasoa Mihaja Razafimanjato,Christian Tomboravo,Hanitrala Jean Louis Rakotovao,Ahmad Ahmad,Lova Hasina Rajaonarison Ny Ony Narindra,Narindra Njarasoa Mihaja Razafimanjato,Christian Tomboravo,Hanitrala Jean Louis Rakotovao,Ahmad Ahmad","Bilharzia is a parasitic infection particularly affecting the digestive tract and urinary tract. Lung involvement is rarely reported. We report a case of pulmonary bilharzioma of nodular type surrounded by ground glass opacities diagnosed on CT-scan and associated with a hepatic nodule, in a 41-year-old woman. The disappearance of the pulmonary nodule under antischistosomal treatment made it possible to make the diagnosis a posteriori without going through an invasive process.",Antibilharzien; CT scan; Ground glass opacities; Nodule; Pulmonary bilharzioma.,1
71,Four decades of experience with carcinoid heart disease: An analysis of 84 patients,"Sonja Levy,Catherina E Korse,Andre C A de Groot,Ronald C A Meijer,Margot E T Tesselaar,Gerlof D Valk,Sonja Levy,Catherina E Korse,Andre C A de Groot,Ronald C A Meijer,Margot E T Tesselaar,Gerlof D Valk","Carcinoid heart disease (CHD) is a serious cardiac condition which is caused by elevated serotonin in the systemic circulation, secreted by neuroendocrine tumours (NET). It mostly affects the right-sided heart valves, where it causes fibrotic disturbances and is associated with worse survival. In this study, we describe a large cohort of patients with CHD and provide an insight into their survival over the past decades. All consecutive patients with a serotonin producing NET and CHD referred to the Netherlands Cancer Institute that presented with CHD or developed CHD during their follow up time were included from 1984 until 2021. Patients were divided into three time periods: 1984-2000, 2000-2010 and 2010-2018. Median N-terminal pro B-type natriuretic protein (NT-proBNP) and serum serotonin levels were stratified according to tricuspid regurgitation severity. Kaplan-Meier curves and log rank test were used for visualisation of survival. Cox regression was used for identification of the characteristics associated with disease specific mortality (DSM). A total of 84 patients with CHD were included of whom 49 (58.3%) were male. Median age at NET diagnosis was 62.3 (range 23.9-81.7) years, and median time to development of CHD was 1.1 (range 0-24.2) years. NT-proBNP was significantly higher when more severe tricuspid regurgitation (TR) was present (p = .027). Median survival from CHD diagnosis for 1984-2000, 2000-2010 and 2010-2018 were 1.3 (confidence interval [CI]: 0.9-1.6), 1.9 (CI: 1.2-2.6) and 3.9 (CI: 1.7-6.2) years (p = .025). Valve replacement surgery (VSR) occurred more frequent in later time periods. VSR (hazard ratio [HR] 0.33, p = .005) and NT-proBNP (HR 1.003, 1.00-1.005, p = .036) were significantly associated with DSM. The prognosis of patients with CHD has improved over the past decades, possibly caused by more VSR. NT-proBNP is a valuable biomarker in patients with CHD. Clinical practice should be aimed at timely diagnosis and intervention of CHD.",carcinoid heart disease; neuroendocrine tumour.,1
72,Severe hypertriglyceridemia in an infant on chronic hemodialysis,"Rasha Aly,Ratna Acharya,Kiran K Upadhyay,Rasha Aly,Ratna Acharya,Kiran K Upadhyay","Severe hyperlipidemia is a risk factor for cardiovascular disease. Children with chronic kidney disease and end stage renal disease are at risk for development of hyperlipidemia. In this report, we describe a 7-month-old male infant with Denys-Drash syndrome who was found to have a ""milky-layer"" floating on the deaerator of the hemodialysis machine. Investigations showed severe hypertriglyceridemia of >1000 mg/dl. The patient had been on chronic continuous manual peritoneal dialysis until 6 months of age and recently had been switched to hemodialysis. Management included lowering of caloric intake and addition of medium chain triglyceride with reduction of the serum triglyceride levels to 300-400 mg/dl. Close monitoring of serum lipids and timely intervention is important to prevent serious complications associated with dyslipidemia. Observation of the ""milky layer"" in the deaerator of the hemodialysis machine may be an interesting visual clue of underlying severe hypertriglyceridemia.",hemodialysis; hypertriglyceridemia; infant.,1
73,Multifocal cutaneous tuberculosis coexisting with pulmonary tuberculosis,"Anjali Srikanth Mannava,Chris Alex Wesley Garapati,Satyaki Ganguly,Kranti Chandan Jaykar,Anjali Srikanth Mannava,Chris Alex Wesley Garapati,Satyaki Ganguly,Kranti Chandan Jaykar","Tuberculosis (TB) is caused by Mycobacterium tuberculosis and it can affect multiple organ systems. Cutaneous TB, a less common type of extrapulmonary TB can coexist with TB of other organs. Here, we describe a case of multifocal cutaneous TB suggestive of two different morphological types with concomitant miliary pulmonary TB.",Cutaneous tuberculosis; lupus vulgaris; multifocal; pulmonary tuberculosis; scrofuloderma.,1
74,Multi-Exponential Relaxometry Using l(1)-Regularized Iterative NNLS (MERLIN) With Application to Myelin Water Fraction Imaging,"Zimmermann, Markus; Oros-Peusquens, Ana-Maria; Iordanishvili, Elene; Shin, Seonyeong; Yun, Seong Dae; Abbas, Zaheer; Shah, N. Jon","A new parameter estimation algorithm, MERLIN, is presented for accurate and robust multi-exponential relaxometry using magnetic resonance imaging, a tool that can provide valuable insight into the tissue microstructure of the brain. Multi-exponential relaxometry is used to analyze the myelin water fraction and can help to detect related diseases. However, the underlying problem is ill-conditioned, and as such, is extremely sensitive to noise and measurement imperfections, which can lead to less precise and more biased parameter estimates. MERLIN is a fully automated, multi-voxel approach that incorporates state-of-the-art $\ell _{1}$ -regularization to enforce sparsity and spatial consistency of the estimated distributions. The proposed method is validated in simulations and in vivo experiments, using a multi-echo gradient-echo (MEGE) sequence at 3 T. MERLIN is compared to the conventional single-voxel $\ell _{2}$ -regularized NNLS (rNNLS) and a multi-voxel extension with spatial priors (rNNLS SP), where it consistently showed lower root mean squared errors of up to 70 percent for all parameters of interest in these simulations.",l(1)-norm; magnetic resonance imaging (MRI); multi-exponential relaxometry; multi-echo gradient-echo; myelin water fraction; NNLS; parametric estimation,1
75,A Kernel Classification Framework for Metric Learning,"Wang, Faqiang; Zuo, Wangmeng; Zhang, Lei; Meng, Deyu; Zhang, David","Learning a distance metric from the given training samples plays a crucial role in many machine learning tasks, and various models and optimization algorithms have been proposed in the past decade. In this paper, we generalize several state-of-the-art metric learning methods, such as large margin nearest neighbor (LNINN) and information theoretic metric learning (ITNII,), into a kernel classification framework. First, doublets and triplets are constructed from the training samples, and a family of degree-2 polynomial kernel functions is proposed for pairs of doublets or triplets. Then, a kernel classification framework is established to generalize many popular metric learning methods such as LNINN and ITML. The proposed framework can also suggest new metric learning methods, which can he efficiently implemented, interestingly, using the standard support vector machine (SVNI) solvers. Two novel metric learning methods, namely, doublet-SVM and triplet-SVM, are then developed under the proposed framework. Experimental results show that doublet-SVM and triplet-SVM achieve competitive classification accuracies with state-of-the-art metric learning methods but with significantly less training time.",Kernel method; metric learning; nearest neighbor (NN); polynomial kernel; support vector machine (SVM),0
76,Incidence and risk factors for anxiety disorders in young adults: A population-based prospective cohort study,"G O Guimarães,F D'Angelo,K Brouillette,L D M Souza,R A da Silva,T C Mondin,F Pedrotti Moreira,F Kapczinski,T de Azevedo Cardoso,K Jansen,G O Guimarães,F D'Angelo,K Brouillette,L D M Souza,R A da Silva,T C Mondin,F Pedrotti Moreira,F Kapczinski,T de Azevedo Cardoso,K Jansen","Anxiety disorders are among the most common psychiatric disorders in the general population. Our objective was to describe the cumulative incidence and risk factors of anxiety disorders, including obsessive-compulsive disorder (OCD) and posttraumatic stress disorder (PTSD), in a follow-up of young adults over a five-year period. This is a prospective cohort conducted in two waves. The first took place from 2007 to 2009, in which 1,560 young adults aged between 18 and 24 years were evaluated using the Mini-International Neuropsychiatric Interview (MINI). Subjects were invited to participate in the second wave, which wave took place from 2012 to 2014, where 1,244 young adults were evaluated using the MINI-Plus. Our findings showed a cumulative incidence of 10.9% for any anxiety disorder, 6.5% for generalized anxiety disorder, 6.0% for agoraphobia, 2.0% for OCD, 1.6% for panic disorder, 1.1% for social anxiety and 0.7% for PTSD. Being female and having had a depressive episode were risk factors to develop any anxiety disorder. We observed a high cumulative incidence of anxiety disorders in a population-based sample of young adults. Our data highlights the importance of the early identification of these disorders as this could lead to early illness detection, early illness management and a reduced burden of disease.",Anxiety disorders; Facteurs de risque; Incidence; Jeunes adultes; Risk factors; Troubles anxieux; Young adults.,1
77,Game-Based Virtual Reality System for Upper Limb Rehabilitation After Stroke in a Clinical Environment: Systematic Review and Meta-Analysis,"Le Wang,Jean-Lon Chen,Alice M K Wong,Kuei-Chia Liang,Kevin C Tseng,Le Wang,Jean-Lon Chen,Alice M K Wong,Kuei-Chia Liang,Kevin C Tseng","The use of virtual reality (VR) for stroke rehabilitation has been implemented during the last decade. At present, most studies still focus on the effects of VR on upper limb rehabilitation, and few studies have explored VR games, VR system designs, and rehabilitation modes for upper limb rehabilitation. This study aims to (1) evaluate the rehabilitation effect of stroke patients using a game-based VR upper limb rehabilitation system in clinical settings; (2) investigate the impact of custom and commercial VR games on patients in clinical settings; and (3) review VR upper limb rehabilitation modes. The PubMed, ScienceDirect, Scopus, Web of Science, and IEEE Xplore databases were searched, and related literature published through December 2021 was included. A total of 4700 articles were retrieved according to the search strategy. We identified 24 studies, including 793 patients. We conducted a systematic search for randomized controlled trials with adult stroke patients to analyze the effect of game-based VR upper limb rehabilitation systems. A meta-analysis was conducted to compare the effects of upper limb function, hand dexterity, daily living ability, and cognitive function between the experimental group (EG, using VR for upper limb rehabilitation) and control group (CG, receiving conventional rehabilitation, including physical therapy and occupational therapy). We also conducted an analysis of both custom and commercial games. The results of the meta-analysis proved that game-based VR upper limb rehabilitation therapy for cerebral apoplexy is an effective method of rehabilitation in clinical settings and is more effective than traditional rehabilitation in improving patients' upper limb function and hand mobility. Custom games heal better than commercial games. This study only includes nonimmersive device rehabilitation modes due to research constraints and classified them into four categories. The mode of VR games combined with rehabilitation instruments may solve the problem that patients with severe upper limb dysfunction cannot operate games. Whether the use of immersive VR devices and the fun of games will affect patients' rehabilitation motivation and effect is the direction of future research.",Game; Stroke; System; Upper limb rehabilitation; Virtual reality.,1
78,ResOT: Resource-Efficient Oblique Trees for Neural Signal Classification,"Zhu, Bingzhao; Farivar, Masoud; Shoaran, Mahsa","Classifiers that can be implemented on chip with minimal computational and memory resources are essential for edge computing in emerging applications such as medical and IoT devices. This paper introduces a machine learning model based on oblique decision trees to enable resource-efficient classification on a neural implant. By integrating model compression with probabilistic routing and implementing cost-aware learning, our proposed model could significantly reduce the memory and hardware cost compared to state-of-the-art models, while maintaining the classification accuracy. We trained the resource-efficient oblique tree with power-efficient regularization (ResOT-PE) on three neural classification tasks to evaluate the performance, memory, and hardware requirements. On seizure detection task, we were able to reduce the model size by 3.4x and the feature extraction cost by 14.6x compared to the ensemble of boosted trees, using the intracranial EEG from 10 epilepsy patients. In a second experiment, we tested the ResOT-PE model on tremor detection for Parkinson's disease, using the local field potentials from 12 patients implanted with a deep-brain stimulation (DBS) device. We achieved a comparable classification performance as the state-of-the-art boosted tree ensemble, while reducing the model size and feature extraction cost by 10.6x and 6.8x, respectively. We also tested on a 6-class finger movement detection task using ECoG recordings from 9 subjects, reducing the model size by 17.6x and feature computation cost by 5.1x. The proposed model can enable a low-power and memory-efficient implementation of classifiers for real-time neurological disease detection and motor decoding.",Feature extraction; machine learning; neurological disease detection; oblique trees; resource-efficient,1
79,Sustainability and Tourism Marketing: A Bibliometric Analysis of Publications between 1997 and 2020 Using VOSviewer Software,"Cavalcante, William Quezado de F.; Coelho, Arnaldo; Bairrada, Cristela Maia","Several studies have empirically explored the association between practices in sustainable tourism and their impact on tourism marketing. However, bibliometric studies that organize the production in this field are still scarce. The objective of this study is thus to provide a bibliometric analysis of research on sustainable practices in tourism related to marketing, identifying the state of the art, trends and other indicators, by monitoring the articles published on the Web of Science (WoS) platform. A sample of 694 materials was obtained. The data were processed and the results graphically illustrated using the VOSviewer software. The study analyzed the simultaneous occurrence of publications by year, keyword trends, cocitations, bibliographic coupling and analysis of coauthorship, countries and institutions, and indicates that the literature on tourism sustainability issues in the field of tourism marketing is growing at a quick pace; merely five papers accounted for more than 2193 citations, but there are several prolific authors. Of the 694 sources included in the review, the most important ones published 40.34% of the papers; Spain is the leading country in this topic. This research provides insight about the state of the art and identifies gaps and research opportunities in sustainability and tourism marketing.",sustainability; sustainable tourism; tourism management; ecotourism; destination marketing; bibliometric analysis; systematic literature review,0
80,Lateness minimization with Tabu search for job shop scheduling problem with sequence dependent setup times,"Gonzalez, Miguel A.; Vela, Camino R.; Gonzalez-Rodriguez, Ines; Varela, Ramiro","We tackle the job shop scheduling problem with sequence dependent setup times and maximum lateness minimization by means of a tabu search algorithm. We start by defining a disjunctive model for this problem, which allows us to study some properties of the problem. Using these properties we define a new local search neighborhood structure, which is then incorporated into the proposed tabu search algorithm. To assess the performance of this algorithm, we present the results of an extensive experimental study, including an analysis of the tabu search algorithm under different running conditions and a comparison with the state-of-the-art algorithms. The experiments are performed across two sets of conventional benchmarks with 960 and 17 instances respectively. The results demonstrate that the proposed tabu search algorithm is superior to the state-of-the-art methods both in quality and stability. In particular, our algorithm establishes new best solutions for 817 of the 960 instances of the first set and reaches the best known solutions in 16 of the 17 instances of the second set.",Scheduling; Tabu search; Setup times; Lateness minimization; Computational experiments,0
81,Maximum Isometric and Dynamic Strength of Mixed Martial Arts Athletes According to Weight Class and Competitive Level,"Folhes, Orlando; Reis, Victor Machado; Marques, Diogo Luis; Neiva, Henrique Pereira; Marques, Mario Cardoso","Mixed martial arts (MMA) athletes must achieve high strength levels to face the physical demands of an MMA fight. This study compared MMA athletes' maximal isometric and dynamic strength according to the competitive level and weight class. Twenty-one male MMA athletes were divided into lightweight professional (LWP; n = 9), lightweight elite (LWE; n = 4), heavyweight professional (HWP; n = 4), and heavyweight elite (HWE; n = 4). The handgrip and isometric lumbar strength tests assessed the isometric strength, and the one-repetition maximum (1RM) bench press and 4RM leg press the dynamic strength. Univariate ANOVA showed differences between groups in absolute and relative 1RM bench press and absolute isometric lumbar strength. Post hoc tests showed differences in 1RM bench press between HWE and LWE (117.0 +/- 17.8 kg vs. 81.0 +/- 10.0 kg) and HWE and LWP athletes (117.0 +/- 17.8 kg vs. 76.7 +/- 13.7 kg; 1.5 +/- 0.2 kg center dot BW-1 vs. 1.1 +/- 0.2 kg center dot BW-1). In addition, there was a correlation between 1RM bench press and isometric lumbar strength for absolute (r = 0.67) and relative values (r = 0.50). This study showed that the 1RM bench press and isometric lumbar strength were associated and could differentiate MMA athletes according to their competitive level and weight class. Therefore, optimizing the force production in the upper body and lower back seems important in elite and professional MMA athletes.",combat sports; elite athletes; professional athletes; mixed martial arts; heavyweight; lightweight; physical performance; isometric strength; dynamic strength,0
82,Reanalysis of unclear CMV status results from buccal swab samples of potential stem cell donors is an efficient donor registry strategy,"Stefanie N Bernas,Geoffrey A Behrens,Henning Baldauf,Daniel M Baier,Heike Fischer,Jens Pruschke,Falk Heidenreich,Katja Ruhner,Jan A Hofmann,Jan Markert,Johannes Schetelig,Vinzenz Lange,Alexander H Schmidt,Stefanie N Bernas,Geoffrey A Behrens,Henning Baldauf,Daniel M Baier,Heike Fischer,Jens Pruschke,Falk Heidenreich,Katja Ruhner,Jan A Hofmann,Jan Markert,Johannes Schetelig,Vinzenz Lange,Alexander H Schmidt","Many stem cell donor registries determine the cytomegalovirus (CMV) IgG serostatus at donor recruitment as it is an important marker for donor selection in the context of hematopoietic stem cell transplantation. To make sample collection less uncomfortable for the donor, we have developed a method that allows CMV status determination from buccal swab samples, thus avoiding blood drawing. However, the determination fails in some cases which leads to new donors being listed for donor search without CMV status, thus hindering donor searches. In this work, we evaluated the success rate of repeating CMV status analysis from a new swab. Our results show that about 90% of the samples could be successfully determined. Due to the great importance of the CMV status in donor search, we consider the retesting approach to be highly recommended for stem cell donor registries.",CMV; donor registry; stem cell donation.,1
83,Human Endogenous Retroviruses and Toll-Like Receptors,"Xinyi Jin,Xueyuan Li,Fang Guan,Jianhua Zhang,Xinyi Jin,Xueyuan Li,Fang Guan,Jianhua Zhang","Human endogenous retroviruses (HERVs) are estimated to comprise ∼8% of the entire human genome, but the vast majority of them remain transcriptionally silent in most normal tissues due to accumulated mutations. However, HERVs can be frequently activated and detected in various tissues under certain conditions. Nucleic acids or proteins produced by HERVs can bind to pattern recognition receptors of immune cells or other cells and initiate an innate immune response, which may be involved in some pathogenesis of diseases, especially cancer and autoimmune diseases. In this review, we collect studies of the interaction between HERV elements and Toll-like receptors and attempt to provide an overview of their role in the immunopathological mechanisms of inflammatory and autoimmune diseases.",Toll-like receptors; human endogenous retroviruses; innate immunity.,1
84,Buckling considerations and cross-sectional geometry development for topology optimised body in white,"Christensen, J.; Bastien, C.; Blundell, M. V.; Batt, P. A.","This paper will investigate how current state-of-the-art structural optimisation algorithms, with an emphasis on topology optimisation, can be used to rapidly develop lightweight body in white (BIW) concept designs, based on a computer aided design envelope. The optimisation models included in the paper will primarily focus on crashworthiness and roof crush scenarios as specified in the Federal Motor Vehicle Safety Standards (FMVSS) 216 standard. This paper is a continuation of a previously published paper, which investigated the potential effects of recently proposed changes to FMVSS 216 upon BIW mass and architecture using topology optimisation. The paper will investigate the possibilities of including buckling considerations of roof members directly into current state-of-the-art topology optimisation algorithms. This paper will also demonstrate the potential for developing a detailed BIW design including cross-sectional properties based on a styling envelope.",finite element topology optimisation; FMVSS 216; roof crush; body in white (BIW); lightweight vehicle architecture; buckling,0
85,Revisiting AES SBox Composite Field Implementations for FPGAs,"Pradeep, Aditya; Mohanty, Vishal; Subramaniam, Adarsh Muthuveeru; Rebeiro, Chester","Composite fields are used for implementing the advanced encryption standard (AES) SBox when compact and side-channel resistant constructions are required. The prior art has investigated efficient implementations of such SBoxes for application specific integrated circuit (ASIC) platforms. On field programmable gate arrays (FPGAs); however, due to the considerably different structure compared with ASICs, these implementations perform poorly. In this letter, we revisit composite field AES SBox implementations for FPGAs. We show how design choices and optimizations can be made to better suit the granular look-up tables that are present in modern FPGAs. We investigate 2880 SBox constructions and show that about half of them are better than the state-of-the-art composite field implementation. Our best SBox implementation is 18% smaller compared with the state-of-the-art implementation on an FPGA.",Advanced encryption standard (AES) SBox; composite fields; field programmable gate array (FPGA),0
86,Localization of stomatal lineage proteins reveals contrasting planar polarity patterns in Arabidopsis cotyledons,"John A Fozard,Man Yu,William Bezodis,Jie Cheng,Jamie Spooner,Catherine Mansfield,Jordi Chan,Enrico Coen,John A Fozard,Man Yu,William Bezodis,Jie Cheng,Jamie Spooner,Catherine Mansfield,Jordi Chan,Enrico Coen","Many plant cells exhibit polarity, revealed by asymmetric localization of specific proteins within each cell.1,2,3,4,5,6 Polarity is typically coordinated between cells across a tissue, raising the question of how coordination is achieved. One hypothesis is that mechanical stresses provide cues.7 This idea gains support from experiments in which cotyledons were mechanically stretched transversely to their midline.8 These previously published results showed that without applied tension, the stomatal lineage cell polarity marker, BREVIS RADIX-LIKE 2 (BRXL2), exhibited no significant excess in the transverse orientation. By contrast, 7 h after stretching, BRXL2 polarity distribution exhibited transverse excess, aligned with the stretch direction. These stretching experiments involved statistical comparisons between snapshots of stretched and unstretched cotyledons, with different specimens being imaged in each case.8 Here, we image the same cotyledon before and after stretching and find no evidence for reorientation of polarity. Instead, statistical analysis shows that cotyledons contain a pre-existing transverse excess in BRXL2 polarity orientation that is not significantly modified by applied tension. The transverse excess reflects BRLX2 being preferentially localized toward the medial side of the cell, nearer to the cotyledon midline, creating a weak medial bias. A second polarity marker, BREAKING OF ASYMMETRY IN THE STOMATAL LINEAGE (BASL), also exhibits weak medial bias in stomatal lineages, whereas ectopic expression of BASL in non-stomatal cells exhibits strong proximal bias, as previously observed in rosette leaves. This proximal bias is also unperturbed by applied tension. Our findings therefore show that cotyledons contain two near-orthogonal coordinated biases in planar polarity: mediolateral and proximodistal.",BASL; BRXL; GFP; leaf; mechanosensing; mediolateral; patterning; polarity; proximodistal.,1
87,Band pass filter design against interrupted-sampling repeater jamming based on time-frequency analysis,"Chen, Jian; Wu, Wenzhen; Xu, Shiyou; Chen, Zengping; Zou, Jiangwei","The interrupted-sampling repeater jamming (ISRJ) is coherent with an emitted signal, and significantly limits radar's ability to detect, track and recognise targets. This study focuses on the research of ISRJ suppression for linear frequency modulation radars. A new band pass filter design method based on time frequency (TF) analysis is proposed. A function named 'max-TF' is constructed from the TF energy distribution of the de-chirped signal, reflecting the changes of the maximum signal component amplitude with respect to time. Based on the 'max-TF' function, jamming-free signal segments are automatically and accurately extracted to generate the filter, which is smoothed subsequently. After filtering, jamming signal peaks in pulse compression results are suppressed while real targets are retained simultaneously. Comparing with the state-of-the-art filtering method, the proposed method has improved jamming suppression ability and extended the feasible scope of signal-to-noise ratio and jamming-to-signal ratio conditions. Simulations have validated the improvements and demonstrated how the parameters affect performance. The average signal to jamming improvement and average radar detection rate of the proposed method is about 7.4 dB and 23% higher than those of the state-of-the-art filtering method, respectively. The direction of further works is inferred.",radar detection; jamming; time-frequency analysis; FM radar; pulse compression; band-pass filters; interrupted-sampling repeater jamming; time-frequency analysis; emitted signal; ISRJ suppression; linear frequency modulation radars; band pass filter design method; time frequency analysis; TF energy distribution; de-chirped signal; maximum signal component amplitude; max-TF function; jamming-free signal segments; signal peaks; state-of-the-art filtering method; suppression ability; signal-to-noise ratio; jamming-to-signal ratio conditions; average signal; jamming improvement; average radar detection rate; noise figure 7; 4 dB,0
88,Removal of Canvas Patterns in Digital Acquisitions of Paintings,"Cornelis, Bruno; Yang, Haizhao; Goodfriend, Alex; Ocon, Noelle; Lu, Jianfeng; Daubechies, Ingrid","We address the removal of canvas artifacts from high-resolution digital photographs and X-ray images of paintings on canvas. Both imaging modalities are common investigative tools in art history and art conservation. Canvas artifacts manifest themselves very differently according to the acquisition modality; they can hamper the visual reading of the painting by art experts, for instance, in preparing a restoration campaign. Computer-aided canvas removal is desirable for restorers when the painting on canvas they are preparing to restore has acquired over the years a much more salient texture. We propose a new algorithm that combines a cartoon-texture decomposition method with adaptive multiscale thresholding in the frequency domain to isolate and suppress the canvas components. To illustrate the strength of the proposed method, we provide various examples, for acquisitions in both imaging modalities, for paintings with different types of canvas and from different periods. The proposed algorithm outperforms previous methods proposed for visual photographs such as morphological component analysis and Wiener filtering and it also works for the digital removal of canvas artifacts in X-ray images.",Digital painting analysis; canvas removal; denoising; periodic noise; source separation,0
89,Deep Relation Learning for Regression and Its Application to Brain Age Estimation,"He, Sheng; Feng, Yanfang; Grant, P. Ellen; Ou, Yangming","Most deep learning models for temporal regression directly output the estimation based on single input images, ignoring the relationships between different images. In this paper, we propose deep relation learning for regression, aiming to learn different relations between a pair of input images. Four non-linear relations are considered: ""cumulative relation,"" ""relative relation,"" ""maximal relation"" and ""minimal relation."" These four relations are learned simultaneously from one deep neural network which has two parts: feature extraction and relation regression. We use an efficient convolutional neural network to extract deep features from the pair of input images and apply a Transformer for relation learning. The proposed method is evaluated on a merged dataset with 6,049 subjects with ages of 0-97 years using 5-fold cross-validation for the task of brain age estimation. The experimental results have shown that the proposed method achieved a mean absolute error (MAE) of 2.38 years, which is lower than the MAEs of 8 other state-of-the-art algorithms with statistical significance (p<0.05) in paired T-test (two-side).",Feature extraction; Estimation; Magnetic resonance imaging; Brain modeling; Transformers; Biological neural networks; Tensors; Deep relation learning; brain age estimation; deep learning,1
90,The general ventilation multipliers calculated by using a standard Near-Field/Far-Field model,"Koivisto, Antti J.; Jensen, Alexander C. O.; Koponen, Ismo K.","In conceptual exposure models, the transmission of pollutants in an imperfectly mixed room is usually described with general ventilation multipliers. This is the approach used in the Advanced REACH Tool (ART) and Stoffenmanager (R) exposure assessment tools. The multipliers used in these tools were reported by Cherrie (1999; http://dx.doi.org/10.1080/104732299302530) and Cherrie et al. (2011; http://dx.doi.org/10.1093/annhyg/mer092) who developed them by positing input values for a standard Near-Field/Far-Field (NF/FF) model and then calculating concentration ratios between NF and FF concentrations. This study revisited the calculations that produce the multipliers used in ART and Stoffenmanager and found that the recalculated general ventilation multipliers were up to 2.8 times (280%) higher than the values reported by Cherrie (1999) and the recalculated NF and FF multipliers for 1-hr exposure were up to 1.2 times (17%) smaller and for 8-hr exposure up to 1.7 times (41%) smaller than the values reported by Cherrie et al. (2011). Considering that Stoffenmanager and the ART are classified as higher-tier regulatory exposure assessment tools, the errors is general ventilation multipliers should not be ignored. We recommend revising the general ventilation multipliers. A better solution is to integrate the NF/FF model to Stoffenmanager and the ART.",Advanced REACH Tool; exposure modeling; Near-Field/Far-Field model; Stoffenmanager,0
91,Adaptive Wireless Power Transfer and Backscatter Communication for Perpetual Operation of Wireless Brain-Computer Interfaces,"Moore, Gregory E.; Rosenthal, James D.; Smith, Joshua R.; Reynolds, Matthew S.","Brain-computer interfaces (BCIs) are neural prosthetics that enable closed-loop electrophysiology procedures. These devices are currently used in fundamental neurophysiology research, and they are moving toward clinical viability for neural rehabilitation. State-of-the-art BCI experiments have often been performed using tethered (wired) setups in controlled laboratory settings. Wired tethers simplify power and data interfaces but restrict the duration and types of experiments that are possible, particularly for the study of sensorimotor pathways in freely behaving animals. To eliminate tethers, there is significant ongoing research to develop fully wireless BCIs having wireless uplink of broadband neural recordings and wireless recharging for long-duration deployment, but significant challenges persist. BCIs must deliver complex functionality while complying with tightly coupled constraints in size, weight, power, noise, and biocompatibility. In this article, we provide an overview of recent progress in wireless BCIs and a detailed presentation of two emerging technologies that are advancing the state of the art: ultralow-power wireless backscatter communication and adaptive inductive resonant (AIR) wireless power transfer (WPT).",Wireless communication; Animals; Wireless sensor networks; Batteries; Absorption; Hazards; Uplink; Backscatter communication; biomedical devices; neural recording; wireless power transfer (WPT),0
92,Garment-based motion capture (GaMoCap): high-density capture of human shape in motion,"Biasi, Nicolo; Setti, Francesco; Del Bue, Alessio; Tavernini, Mattia; Lunardelli, Massimo; Fornaser, Alberto; Da Lio, Mauro; De Cecco, Mariolino","This paper presents a new motion capture (MoCap) system, the garment-based motion capture system-GaMoCap. The key feature is the use of an easily wearable garment printed with colour-coded pattern and a generic multicamera setup with standard video cameras. The coded pattern allows a high-density distribution of markers per unit of surface (about 40 markers per 100 cm), avoiding markers-swap errors. The high density of markers reconstructed makes possible a simultaneous reconstruction of shape and motion, which gives several concurrent advantages with respect to the state of the art and providing performances comparable with previous marker-based systems. In particular, we provide effective solutions to counter the soft-tissue artefact which is a common problem for garment-based techniques. This effect is reduced using Point Cluster Technique to filter out the points strongly affected by non-rigid motion. Uncertainty of motion estimation has been experimentally quantified by comparing with a state-of-the-art commercial system and numerically predicted by means of a Monte Carlo Method procedure. The experimental evaluation was performed on three different articulated motions: shoulder, knee and hip flexion-extension. The results shows that for the three motion angles estimated with GaMoCap, the system provides comparable accuracies against a commercial VICON system.",3D reconstruction; Motion capture; Structure-from-motion; Multi-camera systems; Soft-tissue artefacts,0
93,"Preparation of Highly Bloating Ceramsite from ""White Mud"" and Oil Shale with Incorporation of Black Cotton Soil","Zhu, Fujie; Zhang, Yan; Zhang, Peng; Cheng, Shan; Tan, Xiaoling; Shen, Zhaopu; Wen, Wanglin; Wei, Cundi; Miao, Shiding","Highly bloating ceramsite has been successfully prepared from forthcoming industrial wastes, the white mud (WM), which is the residue from H2SO4-treated coal fly ash obtained from our previous industrial art. In this art the oil shale (OS) and black cotton soil (BCS) were used as foaming and fluxing agents, respectively. The products were demonstrated to reach two types of ceramsite defined by GB/T17431.2-2010. The best dosages were found at the mass ratio of WM:BCS:OS = 7:7:6. The optimal sintering temperature is 1230 degrees C, and a two-stage sintering strategy was chosen to prepare better qualified ceramsite. The total porosity reaches 52.55%, which affords a low bulk density of 318 kg/m(3). The formation mechanism was indicated to be bloated by OS, and pores were formed by the sealing effect of vitrified BCS. The WM works as scaffolds to provide mechanical strength. The ternary diagram of SiO2-Al2O3-alkaline/alkaline earth was rectified concerning the composition area in preparing super-light-weight ceramsite.",Bloating ceramsites; White mud; Black cotton soils; Oil shale; Forthcoming industrial waste treatment,0
